+2025-09-07 17:46:09,131 [0.008580684661865234] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-09-07 17:49:11,481 [182.35922718048096] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:11,481 [182.35922718048096] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:11,593 [182.47112393379211] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:11,593 [182.47112393379211] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:12,602 [183.48020601272583] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:12,602 [183.48020601272583] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:12,607 [183.48513174057007] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:12,607 [183.48513174057007] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:12,728 [183.60600304603577] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:12,728 [183.60600304603577] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:12,728 [183.60600304603577] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:12,855 [183.73301219940186] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:12,855 [183.73301219940186] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:12,903 [183.78080701828003] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:49:12,903 [183.78080701828003] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:49:12,905 [183.78327441215515] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:13,323 [184.20099234580994] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:49:13,323 [184.20099234580994] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:49:13,858 [184.73558807373047] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:13,858 [184.73558807373047] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:13,860 [184.73762392997742] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:13,860 [184.73762392997742] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:13,899 [184.77646279335022] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:49:13,908 [184.78593349456787] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:14,004 [184.88172483444214] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:14,004 [184.88172483444214] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:14,004 [184.88172483444214] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:14,033 [184.9105670452118] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:14,100 [184.97772431373596] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:14,116 [184.99376153945923] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:15,102 [185.98020887374878] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:15,104 [185.98226952552795] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:15,118 [185.99580764770508] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:15,118 [185.99580764770508] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:15,283 [186.16078543663025] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:15,283 [186.16078543663025] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:15,283 [186.16078543663025] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:15,315 [186.1927638053894] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:15,427 [186.30488228797913] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:16,290 [187.16777348518372] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:16,330 [187.20764923095703] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:16,330 [187.20764923095703] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:16,416 [187.29380774497986] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:16,435 [187.31290984153748] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:16,435 [187.31290984153748] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:16,531 [187.40913200378418] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:16,560 [187.43804788589478] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:16,560 [187.43804788589478] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:16,560 [187.43804788589478] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:16,705 [187.58293461799622] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:17,541 [188.41910004615784] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:17,541 [188.41910004615784] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:17,707 [188.584881067276] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:17,707 [188.584881067276] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:17,742 [188.61965370178223] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:17,863 [188.7411937713623] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:17,863 [188.7411937713623] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:17,863 [188.7411937713623] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:18,005 [188.88268280029297] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:18,748 [189.6254358291626] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:18,748 [189.6254358291626] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:18,972 [189.85010385513306] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:19,008 [189.885493516922] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:19,008 [189.885493516922] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:19,035 [189.91329979896545] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:49:19,035 [189.91329979896545] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:49:19,035 [189.91329979896545] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:19,149 [190.02722239494324] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:19,149 [190.02722239494324] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:19,149 [190.02722239494324] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:19,272 [190.14997243881226] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:19,480 [190.35819029808044] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:49:19,480 [190.35819029808044] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:49:19,974 [190.85222744941711] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:19,974 [190.85222744941711] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:20,014 [190.89209008216858] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:49:20,020 [190.89762043952942] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:20,154 [191.03134679794312] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:20,216 [191.0938959121704] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:20,276 [191.15418481826782] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:20,276 [191.15418481826782] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:20,411 [191.28890180587769] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:20,412 [191.2901427745819] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:20,412 [191.2901427745819] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:20,544 [191.42219471931458] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:21,217 [192.09513759613037] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:21,217 [192.09513759613037] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:21,423 [192.3006899356842] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:21,492 [192.3698468208313] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:21,550 [192.42760848999023] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:21,550 [192.42760848999023] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:21,570 [192.44785904884338] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:21,716 [192.5942702293396] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:21,716 [192.5942702293396] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:21,716 [192.5942702293396] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:21,834 [192.71158075332642] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:22,494 [193.3722198009491] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:22,494 [193.3722198009491] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:22,712 [193.59007573127747] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:22,838 [193.7156388759613] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:22,838 [193.7156388759613] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:22,982 [193.85941004753113] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:22,982 [193.85941004753113] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:22,982 [193.85941004753113] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:23,117 [193.99474358558655] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:23,722 [194.59978723526] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:23,723 [194.60079526901245] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:23,981 [194.8592689037323] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:24,120 [194.99806022644043] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:24,120 [194.99806022644043] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:24,245 [195.12231850624084] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:24,245 [195.12231850624084] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:24,245 [195.12231850624084] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:24,359 [195.23696208000183] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:24,988 [195.86564207077026] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:24,988 [195.86564207077026] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:25,156 [196.0339469909668] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:49:25,156 [196.0339469909668] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:49:25,156 [196.0339469909668] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:25,242 [196.12029504776] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:25,365 [196.24318623542786] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:25,365 [196.24318623542786] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:25,494 [196.3714461326599] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:25,503 [196.38083004951477] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:25,503 [196.38083004951477] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:25,614 [196.4922013282776] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:25,636 [196.5135715007782] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:49:25,638 [196.51557970046997] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:49:26,056 [196.93371272087097] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:49:26,063 [196.94090795516968] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:26,203 [197.0809452533722] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:26,245 [197.1226782798767] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:26,245 [197.1226782798767] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:26,475 [197.35251760482788] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:26,576 [197.45425462722778] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:26,619 [197.49766945838928] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:26,620 [197.49766945838928] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:26,698 [197.57580280303955] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:26,740 [197.617418050766] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:26,741 [197.6184206008911] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:26,741 [197.6184206008911] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:26,847 [197.72457885742188] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:27,488 [198.36618065834045] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:27,488 [198.36618065834045] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:27,700 [198.5776388645172] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:27,859 [198.7365539073944] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:27,859 [198.7365539073944] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:28,002 [198.87933039665222] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:28,002 [198.87933039665222] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:28,002 [198.87933039665222] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:28,114 [198.99141097068787] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:28,710 [199.587806224823] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:49:28,711 [199.5884838104248] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:49:28,945 [199.82316040992737] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:49:29,126 [200.00367426872253] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:29,126 [200.00367426872253] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:29,253 [200.13055229187012] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:49:29,253 [200.13055229187012] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:49:29,253 [200.13055229187012] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:49:29,382 [200.2594575881958] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
